,Province,Code Province,Territoire,Code Territoire,Zone de Santé,Pcode ZS,CLSHL_CO1_IN1_atteint,CLSHL_CO1_IN3_atteint,CLSHL_CO1_IN2_atteint,CLSHL_CO2_IN2_atteint,CLSHL_CO2_IN1_atteint,CLSHL_CO3_IN2_atteint,CLSHL_CO3_IN3_atteint,CLSHL_CO3_IN1_atteint,CLSHL_CO4_IN3_atteint,CLSHL_CO4_IN2_atteint,CLSHL_CO4_IN1_atteint,code zs_x,CLSHL_CO1_IN1_Total cible,CLSHL_CO1_IN3_Total cible,CLSHL_CO1_IN2_Total cible,CLSHL_CO2_IN2_Total cible,CLSHL_CO2_IN1_Total cible,CLSHL_CO3_IN2_Total cible,CLSHL_CO3_IN3_Total cible,CLSHL_CO3_IN1_Total cible,CLSHL_CO4_IN3_Total cible,CLSHL_CO4_IN2_Total cible,CLSHL_CO4_IN1_Total cible,CLNUT_CO1_IN1_atteint,CLNUT_CO1_IN2_atteint,CLNUT_CO1_IN3_atteint,CLNUT_CO1_IN1_Total cible,CLNUT_CO1_IN2_Total cible,CLNUT_CO1_IN3_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLAME_CO1_IN2_atteint,CLAME_CO1_IN3_atteint,CLAME_CO1_IN1_atteint,CLAME_CO2_IN1_atteint,CLAME_CO3_IN2_atteint,CLAME_CO3_IN3_atteint,CLAME_CO3_IN1_atteint,code zs_x,CLAME_CO1_IN2_Total cible,CLAME_CO1_IN3_Total cible,CLAME_CO1_IN1_Total cible,CLAME_CO2_IN1_Total cible,CLAME_CO3_IN2_Total cible,CLAME_CO3_IN3_Total cible,CLAME_CO3_IN1_Total cible,CLEDU_CO1_IN1_atteint,CLEDU_CO2_IN1_atteint,CLEDU_CO3_IN1_atteint,CLEDU_CO4_IN1_atteint,CLEDU_CO1_IN1_Total cible,CLEDU_CO2_IN1_Total cible,CLEDU_CO3_IN1_Total cible,CLEDU_CO4_IN1_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLWSH_CO1_IN1_atteint,CLWSH_CO2_IN1_atteint,CLWSH_CO3_IN1_atteint,CLWSH_CO4_IN1_atteint,CLWSH_CO5_IN1_atteint,code zs_x,CLWSH_CO1_IN1_Total cible,CLWSH_CO2_IN1_Total cible,CLWSH_CO3_IN1_Total cible,CLWSH_CO4_IN1_Total cible,CLWSH_CO5_IN1_Total cible,CLFSC_CO1_IN2_atteint,CLFSC_CO1_IN1_atteint,CLFSC_CO2_IN2_atteint,CLFSC_CO2_IN1_atteint,CLFSC_CO1_IN2_Total cible,CLFSC_CO1_IN1_Total cible,CLFSC_CO2_IN2_Total cible,CLFSC_CO2_IN1_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLPRO_CO1_IN2_atteint,CLPRO_CO1_IN1_atteint,CLPRO_CO2_IN1_atteint,CLPRO_CO3_IN1_atteint,CLPRO_CO4_IN1_atteint,code zs_x,CLPRO_CO1_IN2_Total cible,CLPRO_CO1_IN1_Total cible,CLPRO_CO2_IN1_Total cible,CLPRO_CO3_IN1_Total cible,CLPRO_CO4_IN1_Total cible,CLPRO-CPN_CO1_IN1_atteint,CLPRO-CPN_CO2_IN2_atteint,CLPRO-CPN_CO3_IN1_atteint,CLPRO-CPN_CO4_IN2_atteint,CLPRO-CPN_CO4_IN1_atteint,CLPRO-CPN_CO5_IN1_atteint,CLPRO-CPN_CO6_IN1_atteint,CLPRO-CPN_CO7_IN1_atteint,CLPRO-CPN_CO1_IN1_Total cible,CLPRO-CPN_CO2_IN2_Total cible,CLPRO-CPN_CO3_IN1_Total cible,CLPRO-CPN_CO4_IN2_Total cible,CLPRO-CPN_CO4_IN1_Total cible,CLPRO-CPN_CO5_IN1_Total cible,CLPRO-CPN_CO6_IN1_Total cible,CLPRO-CPN_CO7_IN1_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLPRO-GBV_CO1_IN5_atteint,CLPRO-GBV_CO1_IN4_atteint,CLPRO-GBV_CO1_IN3_atteint,CLPRO-GBV_CO1_IN1_atteint,CLPRO-GBV_CO1_IN2_atteint,CLPRO-GBV_CO2_IN1_atteint,CLPRO-GBV_CO2_IN2_atteint,CLPRO-GBV_CO3_IN1_atteint,CLPRO-GBV_CO3_IN3_atteint,CLPRO-GBV_CO3_IN2_atteint,code zs_x,CLPRO-GBV_CO1_IN5_Total cible,CLPRO-GBV_CO1_IN4_Total cible,CLPRO-GBV_CO1_IN3_Total cible,CLPRO-GBV_CO1_IN1_Total cible,CLPRO-GBV_CO1_IN2_Total cible,CLPRO-GBV_CO2_IN1_Total cible,CLPRO-GBV_CO2_IN2_Total cible,CLPRO-GBV_CO3_IN1_Total cible,CLPRO-GBV_CO3_IN3_Total cible,CLPRO-GBV_CO3_IN2_Total cible,CLPRO-HLP_CO1_IN2_atteint,CLPRO-HLP_CO1_IN1_atteint,CLPRO-HLP_CO2_IN1_atteint,CLPRO-HLP_CO3_IN1_atteint,CLPRO-HLP_CO3_IN2_atteint,CLPRO-HLP_CO4_IN1_atteint,CLPRO-HLP_CO1_IN2_Total cible,CLPRO-HLP_CO1_IN1_Total cible,CLPRO-HLP_CO2_IN1_Total cible,CLPRO-HLP_CO3_IN1_Total cible,CLPRO-HLP_CO3_IN2_Total cible,CLPRO-HLP_CO4_IN1_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLPRO-MIN_CO1_IN1_atteint,CLPRO-MIN_CO2_IN1_atteint,CLPRO-MIN_CO3_IN1_atteint,code zs_x,CLPRO-MIN_CO1_IN1_Total cible,CLPRO-MIN_CO2_IN1_Total cible,CLPRO-MIN_CO3_IN1_Total cible,CLHEA_CO1_IN1_atteint,CLHEA_CO1_IN3_atteint,CLHEA_CO1_IN2_atteint,CLHEA_CO2_IN4_atteint,CLHEA_CO2_IN1_atteint,CLHEA_CO2_IN2_atteint,CLHEA_CO2_IN3_atteint,CLHEA_CO2_IN5_atteint,CLHEA_CO3_IN2_atteint,CLHEA_CO3_IN1_atteint,CLHEA_CO1_IN1_Total cible,CLHEA_CO1_IN3_Total cible,CLHEA_CO1_IN2_Total cible,CLHEA_CO2_IN4_Total cible,CLHEA_CO2_IN1_Total cible,CLHEA_CO2_IN2_Total cible,CLHEA_CO2_IN3_Total cible,CLHEA_CO2_IN5_Total cible,CLHEA_CO3_IN2_Total cible,CLHEA_CO3_IN1_Total cible
127,Equateur,CD41,Bomongo,CD4104,Lilanga Bobangi,CD4104ZS02,0,0,0,0,0,0,0,0,0,0,0,CD4104ZS02,,,,,,,,,,,,0,0,0,733,1075,0,Equateur,CD41,Bomongo,CD4104,Lilanga Bobangi,0,0,0,0,0,0,0,CD4104ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equateur,CD41,Bomongo,CD4104,Lilanga Bobangi,0,0,0,0,0,CD4104ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bomongo,CD4104,Lilanga Bobangi,0,0,0,0,0,CD4104ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bomongo,CD4104,Lilanga Bobangi,0,0,0,0,0,0,0,0,0,0,CD4104ZS02,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bomongo,CD4104,Lilanga Bobangi,0,0,0,CD4104ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,263.6,0
128,Equateur,CD41,Makanza,CD4105,Makanza,CD4105ZS01,0,0,0,0,0,0,0,0,0,0,0,CD4105ZS01,,,,,,,,,,,,6,0,0,1087,1606,0,Equateur,CD41,Makanza,CD4105,Makanza,0,0,0,0,0,0,0,CD4105ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equateur,CD41,Makanza,CD4105,Makanza,0,0,0,0,0,CD4105ZS01,0,0,0,6396,6396,0,0,0,0,0,0,0,0,Equateur,CD41,Makanza,CD4105,Makanza,0,0,0,0,0,CD4105ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Makanza,CD4105,Makanza,0,0,0,0,0,0,0,0,0,0,CD4105ZS01,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Makanza,CD4105,Makanza,0,0,0,CD4105ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12792,619,0,1765,400.8,0
129,Equateur,CD41,Basankusu,CD4107,Basankusu,CD4107ZS01,0,0,0,0,0,0,0,0,0,0,0,CD4107ZS01,,,,,,,,,,,,772,0,0,2287,3411,0,Equateur,CD41,Basankusu,CD4107,Basankusu,0,0,0,0,0,0,0,CD4107ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equateur,CD41,Basankusu,CD4107,Basankusu,0,0,0,0,0,CD4107ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Basankusu,CD4107,Basankusu,0,0,0,0,0,CD4107ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Basankusu,CD4107,Basankusu,0,0,0,0,0,0,0,0,0,0,CD4107ZS01,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Basankusu,CD4107,Basankusu,0,0,0,CD4107ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,877.8,0
130,Equateur,CD41,Basankusu,CD4107,Djombo,CD4107ZS02,0,0,0,0,0,0,0,0,0,0,0,CD4107ZS02,,,,,,,,,,,,5,0,0,1024,1518,0,Equateur,CD41,Basankusu,CD4107,Djombo,0,0,0,0,0,0,0,CD4107ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equateur,CD41,Basankusu,CD4107,Djombo,0,0,0,0,0,CD4107ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Basankusu,CD4107,Djombo,0,0,0,0,0,CD4107ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Basankusu,CD4107,Djombo,0,0,0,0,0,0,0,0,0,0,CD4107ZS02,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Basankusu,CD4107,Djombo,0,0,0,CD4107ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.6,0
131,Equateur,CD41,Bolomba,CD4108,Bolomba,CD4108ZS01,0,0,0,0,0,0,0,0,0,0,0,CD4108ZS01,,,,,,,,,,,,0,0,0,2452,3639,0,Equateur,CD41,Bolomba,CD4108,Bolomba,0,0,0,0,0,0,0,CD4108ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equateur,CD41,Bolomba,CD4108,Bolomba,0,0,0,0,0,CD4108ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bolomba,CD4108,Bolomba,0,0,0,0,0,CD4108ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bolomba,CD4108,Bolomba,0,0,0,1,100,0,0,0,0,0,CD4108ZS01,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bolomba,CD4108,Bolomba,0,0,0,CD4108ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3980,924.4,0
132,Equateur,CD41,Bolomba,CD4108,Lolanga Mampoko,CD4108ZS02,0,0,0,0,0,0,0,0,0,0,0,CD4108ZS02,,,,,,,,,,,,5,0,0,820,1220,0,Equateur,CD41,Bolomba,CD4108,Lolanga Mampoko,0,0,0,0,0,0,0,CD4108ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equateur,CD41,Bolomba,CD4108,Lolanga Mampoko,0,0,0,0,0,CD4108ZS02,0,0,0,4820,4820,0,0,0,0,0,0,0,0,Equateur,CD41,Bolomba,CD4108,Lolanga Mampoko,0,0,0,0,0,CD4108ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bolomba,CD4108,Lolanga Mampoko,0,0,0,5,40,0,0,0,0,0,CD4108ZS02,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bolomba,CD4108,Lolanga Mampoko,0,0,0,CD4108ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9641,361,0,0,313.5,0
133,Equateur,CD41,Bolomba,CD4108,Monieka,CD4108ZS03,0,0,0,0,0,0,0,0,0,0,0,CD4108ZS03,,,,,,,,,,,,0,0,0,722,1077,0,Equateur,CD41,Bolomba,CD4108,Monieka,0,0,0,0,0,0,0,CD4108ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equateur,CD41,Bolomba,CD4108,Monieka,0,0,0,0,0,CD4108ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bolomba,CD4108,Monieka,0,0,0,0,0,CD4108ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bolomba,CD4108,Monieka,0,0,0,0,0,0,0,0,0,0,CD4108ZS03,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Bolomba,CD4108,Monieka,0,0,0,CD4108ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,276.4,0
134,Equateur,CD41,Ingende,CD4109,Ingende,CD4109ZS01,0,0,0,0,0,0,0,0,0,0,0,CD4109ZS01,,,,,,,,,,,,4,0,0,1348,1995,0,Equateur,CD41,Ingende,CD4109,Ingende,0,0,0,0,0,0,0,CD4109ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equateur,CD41,Ingende,CD4109,Ingende,0,0,0,0,0,CD4109ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Ingende,CD4109,Ingende,0,0,0,0,0,CD4109ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Ingende,CD4109,Ingende,0,0,0,0,0,0,0,0,0,0,CD4109ZS01,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Ingende,CD4109,Ingende,0,0,0,CD4109ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.4,0
135,Equateur,CD41,Ingende,CD4109,Lotumbe,CD4109ZS02,0,0,0,0,0,0,0,0,0,0,0,CD4109ZS02,,,,,,,,,,,,1,0,0,957,1421,0,Equateur,CD41,Ingende,CD4109,Lotumbe,0,0,0,0,0,0,0,CD4109ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equateur,CD41,Ingende,CD4109,Lotumbe,0,0,0,0,0,CD4109ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Ingende,CD4109,Lotumbe,0,0,0,0,0,CD4109ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Ingende,CD4109,Lotumbe,0,0,0,2,50,0,0,0,0,0,CD4109ZS02,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Equateur,CD41,Ingende,CD4109,Lotumbe,0,0,0,CD4109ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.8,0
136,Sud-Ubangi,CD42,Gemena,CD4202,Bogosenubia,CD4202ZS01,0,0,0,0,0,0,0,0,0,0,0,CD4202ZS01,,,,,,,,,,,,24,0,0,0,0,,Sud-Ubangi,CD42,Gemena,CD4202,Bogosenubia,0,0,0,0,0,0,0,CD4202ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bogosenubia,0,0,0,0,0,CD4202ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bogosenubia,0,0,0,0,0,CD4202ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bogosenubia,0,0,0,1,100,0,0,0,0,0,CD4202ZS01,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bogosenubia,0,0,0,CD4202ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Sud-Ubangi,CD42,Gemena,CD4202,Bominenge,CD4202ZS02,0,0,0,0,0,0,0,0,0,0,0,CD4202ZS02,,,,,,,,,,,,33,0,0,0,0,,Sud-Ubangi,CD42,Gemena,CD4202,Bominenge,0,0,0,0,0,0,0,CD4202ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bominenge,0,0,0,0,0,CD4202ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bominenge,0,0,0,0,0,CD4202ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bominenge,0,0,0,0,0,0,0,0,0,0,CD4202ZS02,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bominenge,0,0,0,CD4202ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Sud-Ubangi,CD42,Gemena,CD4202,Bwamanda,CD4202ZS03,0,0,0,0,0,0,0,0,0,0,0,CD4202ZS03,,,,,,,,,,,,0,0,0,0,0,,Sud-Ubangi,CD42,Gemena,CD4202,Bwamanda,0,0,0,0,0,0,0,CD4202ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bwamanda,0,0,0,0,0,CD4202ZS03,0,0,0,0,0,0,0,30000,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bwamanda,0,0,0,0,0,CD4202ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bwamanda,0,0,0,7,71.4285714285714,0,0,0,0,0,CD4202ZS03,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Bwamanda,0,0,0,CD4202ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339,0,0
139,Sud-Ubangi,CD42,Gemena,CD4202,Gemena,CD4202ZS04,0,0,0,0,0,0,0,0,0,0,0,CD4202ZS04,,,,,,,,,,,,0,0,0,0,0,,Sud-Ubangi,CD42,Gemena,CD4202,Gemena,0,0,0,0,0,0,0,CD4202ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Gemena,0,0,0,0,0,CD4202ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Gemena,0,0,0,0,0,CD4202ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Gemena,0,0,0,56,73.2142857142857,0,0,0,0,0,CD4202ZS04,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Gemena,0,0,0,CD4202ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4918,0,0
140,Sud-Ubangi,CD42,Gemena,CD4202,Tandala,CD4202ZS05,0,0,0,0,0,0,0,0,0,0,0,CD4202ZS05,,,,,,,,,,,,3,0,0,0,0,,Sud-Ubangi,CD42,Gemena,CD4202,Tandala,0,0,0,0,0,0,0,CD4202ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Tandala,0,0,0,0,0,CD4202ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Tandala,0,0,0,0,0,CD4202ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Tandala,0,0,0,2,50,0,0,0,0,0,CD4202ZS05,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Gemena,CD4202,Tandala,0,0,0,CD4202ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Sud-Ubangi,CD42,Budjala,CD4203,Bangabola,CD4203ZS01,0,0,0,0,0,0,0,0,0,0,0,CD4203ZS01,,,,,,,,,,,,20,0,0,0,0,,Sud-Ubangi,CD42,Budjala,CD4203,Bangabola,0,0,0,0,0,0,0,CD4203ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Bangabola,0,0,0,0,0,CD4203ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Bangabola,0,0,0,0,0,CD4203ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Bangabola,0,0,0,0,0,0,0,0,0,0,CD4203ZS01,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Bangabola,0,0,0,CD4203ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0
142,Sud-Ubangi,CD42,Budjala,CD4203,Budjala,CD4203ZS02,0,0,0,0,0,0,0,0,0,0,0,CD4203ZS02,,,,,,,,,,,,358,0,0,0,0,,Sud-Ubangi,CD42,Budjala,CD4203,Budjala,0,0,0,0,0,0,0,CD4203ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Budjala,0,0,0,0,0,CD4203ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Budjala,0,0,0,0,0,CD4203ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Budjala,0,0,0,1,0,0,0,0,0,0,CD4203ZS02,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Budjala,0,0,0,CD4203ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Sud-Ubangi,CD42,Budjala,CD4203,Bulu,CD4203ZS03,0,0,0,0,0,0,0,0,0,0,0,CD4203ZS03,,,,,,,,,,,,1,0,0,0,0,,Sud-Ubangi,CD42,Budjala,CD4203,Bulu,0,0,0,0,0,0,0,CD4203ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Bulu,0,0,0,0,0,CD4203ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Bulu,0,0,0,0,0,CD4203ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Bulu,0,0,0,3,66.6666666666667,0,0,0,0,0,CD4203ZS03,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Bulu,0,0,0,CD4203ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Sud-Ubangi,CD42,Budjala,CD4203,Mbaya,CD4203ZS04,0,0,0,0,0,0,0,0,0,0,0,CD4203ZS04,,,,,,,,,,,,56,0,0,0,0,,Sud-Ubangi,CD42,Budjala,CD4203,Mbaya,0,0,0,0,0,0,0,CD4203ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Mbaya,0,0,0,0,0,CD4203ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Mbaya,0,0,0,0,0,CD4203ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Mbaya,0,0,0,0,0,0,0,0,0,0,CD4203ZS04,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Mbaya,0,0,0,CD4203ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Sud-Ubangi,CD42,Budjala,CD4203,Ndage,CD4203ZS05,0,0,0,0,0,0,0,0,0,0,0,CD4203ZS05,,,,,,,,,,,,0,0,0,0,0,,Sud-Ubangi,CD42,Budjala,CD4203,Ndage,0,0,0,0,0,0,0,CD4203ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Ndage,0,0,0,0,0,CD4203ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Ndage,0,0,0,0,0,CD4203ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Ndage,0,0,0,1,100,0,0,0,0,0,CD4203ZS05,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Budjala,CD4203,Ndage,0,0,0,CD4203ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Sud-Ubangi,CD42,Kungu,CD4204,Bokonzi,CD4204ZS01,0,0,0,0,0,0,0,0,0,0,0,CD4204ZS01,,,,,,,,,,,,227,0,0,0,0,,Sud-Ubangi,CD42,Kungu,CD4204,Bokonzi,0,0,0,0,0,0,0,CD4204ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Kungu,CD4204,Bokonzi,0,0,0,0,0,CD4204ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Kungu,CD4204,Bokonzi,0,0,0,0,0,CD4204ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Kungu,CD4204,Bokonzi,0,0,0,0,0,0,0,0,0,0,CD4204ZS01,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Ubangi,CD42,Kungu,CD4204,Bokonzi,0,0,0,CD4204ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
